what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"macosx",1359678360925
arch,sysinfo,,,"x86_64",1359678360925
ws,sysinfo,,,"cocoa",1359678360925
locale,sysinfo,,,"en_US",1359678360925
processors,sysinfo,,,"4",1359678360926
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359678360926
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1359678360926
java.specification.name,sysinfo,,,"Java Platform API Specification",1359678360926
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359678360926
java.specification.version,sysinfo,,,"1.6",1359678360926
java.vendor,sysinfo,,,"Apple Inc.",1359678360926
java.version,sysinfo,,,"1.6.0_37",1359678360926
java.vm.info,sysinfo,,,"mixed mode",1359678360926
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359678360926
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359678360926
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359678360926
java.vm.specification.version,sysinfo,,,"1.0",1359678360926
java.vm.vendor,sysinfo,,,"Apple Inc.",1359678360926
java.vm.version,sysinfo,,,"20.12-b01-434",1359678360926
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1359678360944
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1359678361768
started,bundle,com.objectaid.uml,1.0.7,"com.objectaid.uml",1359678361796
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1359678361814
started,bundle,org.eclipse.cdt.make.core,7.1.1.201109151620,"org.eclipse.cdt.make.core",1359678361883
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1359678361915
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.core",1359678361930
started,bundle,org.eclipse.cdt.core,5.3.1.201109151620,"org.eclipse.cdt.core",1359678362027
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201112290923,"org.eclipse.wb.core.lib",1359678362107
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1359678362108
started,bundle,org.eclipse.wb.core,1.2.0.r37x201112290923,"org.eclipse.wb.core",1359678362119
started,bundle,com.google.gdt.eclipse.designer,2.5.0.r37x201112291029,"com.google.gdt.eclipse.designer",1359678362120
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1359678362121
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1359678362122
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1359678362123
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.5.0.r37x201112291029,"com.google.gdt.eclipse.designer.UiBinder",1359678362135
started,bundle,com.google.gdt.eclipse.mobile.android,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.mobile.android",1359678362136
started,bundle,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui",1359678362179
