what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754420816
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754421171
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754421490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359754427917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754429749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754431314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359754432359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359754435321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754439595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754439876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359754441955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359754452175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754481986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754482124
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1359754482173
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1359754483900
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1359754484099
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754486686
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1359754486716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754488128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754488775
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1359754504477
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754504728
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754504823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754533023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754549647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754552004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754560482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754562368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359754580315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359754592601
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1359754595809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359754601510
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359754605570
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754618813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359754619740
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754620946
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1359754636450
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359754636811
