what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1359319700291
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1359319700291
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1359319700292
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1359319700293
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1359319700293
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1359319700294
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1359319700294
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1359319700295
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1359319700297
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1359319700298
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1359319700299
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1359319700299
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1359319700300
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1359319700300
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1359319700300
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1359319700301
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1359319700301
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1359319700302
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1359319700302
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1359319700303
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1359319700303
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1359319700304
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1359319700304
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1359319700305
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1359319700306
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1359319700307
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1359319700307
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1359319700308
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1359319700308
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1359319700309
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1359319700337
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1359319700337
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1359319700338
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1359319700339
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1359319700340
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1359319700341
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1359319700354
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1359319700355
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1359319700355
os,sysinfo,,,"macosx",1359319700359
arch,sysinfo,,,"x86_64",1359319700359
ws,sysinfo,,,"cocoa",1359319700359
locale,sysinfo,,,"en_US",1359319700359
processors,sysinfo,,,"4",1359319700359
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359319700359
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1359319700359
java.specification.name,sysinfo,,,"Java Platform API Specification",1359319700359
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359319700359
java.specification.version,sysinfo,,,"1.6",1359319700359
java.vendor,sysinfo,,,"Apple Inc.",1359319700359
java.version,sysinfo,,,"1.6.0_37",1359319700359
java.vm.info,sysinfo,,,"mixed mode",1359319700359
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359319700359
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359319700359
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359319700359
java.vm.specification.version,sysinfo,,,"1.0",1359319700359
java.vm.vendor,sysinfo,,,"Apple Inc.",1359319700359
java.vm.version,sysinfo,,,"20.12-b01-434",1359319700359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319703458
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319706094
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319712788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319714560
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319718130
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319760385
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1359319760430
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319762722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319763920
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1359319764077
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1359319764586
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1359319764712
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1359319764720
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1359319764746
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1359319764747
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1359319764757
